LOCALITY,LOCALITY_TYPE,LOCALITY_ID,LATITUDE,LONGITUDE,STATE_CODE,Number_of_checklists
Barry Wetlands,H,L911409,40.4227751,-120.6352043,US-CA,11
San Felipe Rd. Wetlands-Private Property,P,L1155363,36.9542902,-121.4180419,US-CA,11
Bass Road wetlands,P,L13235676,26.5085502,-81.9100604,US-FL,11
Panacea Blvd. Marsh/Wetland,H,L8886592,27.09016,-82.13046,US-FL,11
SW Cashmere Blvd & SW Heatherwood Blvd Wetland Area,P,L3763140,27.3021554,-80.3835914,US-FL,11
Oglesby Wetlands,H,L3040124,30.5876145,-85.1287544,US-FL,11
"164 Wandering Wetlands Cir, Bradenton US-FL (27.5054,-82.4722)",P,L8424324,27.505417,-82.472166,US-FL,11
TrailAlongNeffWetland,P,L2909765,40.9961368,-91.9455594,US-IA,11
Osprey wetland,P,L3768646,39.526168,-88.597969,US-IL,11
Lovgren/Hunter Wetland (private property),P,L9798645,41.4782814,-89.2697058,US-IL,11
Gateway Blvd wetland,P,L4797323,41.576069,-87.039228,US-IN,11
"Big 4 Trail - 875E to the Wetland Reserve - Zionsville, Indiana, US (39.979, -86.301)",P,L10413975,39.9785869,-86.3014809,US-IN,11
Eller Pond Wetland Conservation Area,H,L7812990,40.4964657,-86.5159749,US-IN,11
"Camp Scott Wetlands, Oxford St, Fort Wayne US-IN (41.0544,-85.0902)",P,L8543181,41.054396,-85.090162,US-IN,11
Osage Mission Wetlands (private),P,L1916687,37.5142745,-95.1972198,US-KS,11
Hwy 468----Wetland Impoundment,P,L10797260,31.1411291,-93.2459495,US-LA,11
Range 30 Ponds/wetland,P,L7608106,31.1272347,-93.0146031,US-LA,11
Jabish brook wetland trail,P,L4413685,42.2442876,-72.3773432,US-MA,11
Jug Bay Wetlands Sanctuary River Farm,P,L2648001,38.7760933,-76.6995926,US-MD,11
PCAC Wetland Overlook Trail West,P,L3784712,38.860964,-76.127615,US-MD,11
Wetlands South of Hip Roof Road,P,L3917835,38.4067919,-76.1847782,US-MD,11
Saginaw Valley State University--Wetland Preserve,H,L4184073,43.5160401,-83.9620444,US-MI,11
Pinckney Wastewater Treatment/wetlands (restricted access),H,L7920022,42.4448172,-83.9540445,US-MI,11
Chippewa  Nature Center Wetlands,P,L1763355,43.5943741,-84.2851035,US-MI,11
"Sundance Wetland; 25599 Olinda Trl, Lindstrom US-MN (45.3204,-92.8041)",P,L9901139,45.320393,-92.804092,US-MN,11
Cannon River Blvd wetland,P,L1625028,44.5104211,-93.0820237,US-MN,11
"Private wetland, NE 175th Rd, Warrensburg, MO",P,L5973771,38.7911798,-93.7228203,US-MO,11
Winghaven Wetlands Area,P,L4305760,38.7413981,-90.7358748,US-MO,11
Upper Lake Norman at Buffalo Shoals Creek Wetland Area,P,L11817044,35.7142493,-81.010941,US-NC,11
Nemaha/Otoe County Line - Wetlands and Prairies,H,L2094532,40.5212454,-96.0075045,US-NE,11
SW Madison Wetlands,P,L1579021,42.8372685,-75.5414888,US-NY,11
"Casella Wetlands, CR 5 at US 20",H,L558454,42.8599856,-77.0763445,US-NY,11
Morey Road wetlands,P,L343173,43.3034267,-76.0697154,US-NY,11
Alpine Junction Wetland (The Wetland Trust),H,L6115159,42.2883539,-76.7071894,US-NY,11
Cuyahoga Valley NP--West Hines Hill Rd. Wetlands and Meadow,H,L13896842,41.2668454,-81.5395539,US-OH,11
Kauser Wetlands,P,L1434180,41.1144208,-84.6315962,US-OH,11
Pickerel Creek Wildlife Area--Vern Essi Wetland,H,L2134245,41.4135094,-83.0050778,US-OH,11
Oklahoma State University Wetlands,H,L15926259,36.1058498,-97.1038371,US-OK,11
sanborn wetland,P,L5764968,36.152745,-97.0772606,US-OK,11
Fairview wetlands,P,L7902781,44.8937739,-122.9987505,US-OR,11
McNary Wetlands,P,L10500826,45.00982,-123.0239007,US-OR,11
Four Mile Wetlands Preserve (TNC)--Survey Site 8,P,L2383211,42.5905096,-122.0154846,US-OR,11
OES Wetlands,P,L2706146,45.4779152,-122.7567572,US-OR,11
Rock Lititz Wetlands,P,L13201933,40.1740757,-76.314323,US-PA,11
Kelly's Dam Road Wetlands,P,L2776821,41.0138187,-76.7523068,US-PA,11
Colinx Wetland,P,L4464505,35.9705738,-85.0096321,US-TN,11
Murfree Spring Wetland,P,L1149008,35.8403512,-86.3901436,US-TN,11
LG wetland Sandhill Crane Stakeout,P,L10150661,36.6408214,-87.2482084,US-TN,11
Lorenzo Experimental Wetlands,H,L7137651,33.6733804,-101.5241432,US-TX,11
Camp Creek Rd wetland,P,L5400014,31.0931466,-97.1886635,US-TX,11
New Moore Wetlands (CR34),H,L5942623,33.0076102,-102.0389557,US-TX,11
Matagorda Co.--CR393 Wetlands,H,L3191666,28.6772035,-96.1372912,US-TX,11
Adventureworks Wetland Zipline Park,P,L9263016,36.7953687,-75.9868004,US-VA,11
Strasburg High School Wetlands,H,L629807,38.9845491,-78.364706,US-VA,11
Dungeness Recreation Area East Wetlands,P,L5487805,48.1342673,-123.1907701,US-WA,11
Douglas (town and wetland),H,L5553951,47.6202523,-120.0058079,US-WA,11
Hospital Rd wetland,P,L4522117,44.4338902,-87.5241365,US-WI,11
Leach Farms Wetlands,P,L3995027,44.0471904,-88.9705467,US-WI,11
County Line Wetland Ozaukee,P,L5647501,43.1929749,-88.0286086,US-WI,11
Quincy Bluff and Wetlands SNA--16th Dr. (South Access),H,L15372138,43.8477619,-89.8875006,US-WI,11
Muddlety Wetlands,P,L553828,38.3847277,-80.8050442,US-WV,11
Boaz Wetlands,P,L11064317,39.373861,-81.489896,US-WV,11
New Fork River--campground & wetlands,H,L7597097,42.605818,-109.8560865,US-WY,11
Walmart Distribution Center & Wetland Complexes,P,L5453415,32.6948118,-85.3207898,US-AL,10
Sedona Wetlands Preserve,P,L6676953,34.830172,-111.894613,US-AZ,10
Gorman Wetlands,H,L109443,34.8156,-118.8899,US-CA,10
Newbury Park Seasonal Wetland,H,L5582764,34.1848397,-118.9324844,US-CA,10
BLM Ton Tache Wetlands,P,L831017,35.844952,-119.4976044,US-CA,10
Ocean View High School Wetlands,P,L11511891,33.7124617,-118.0018189,US-CA,10
Amedee Wetlands,P,L968857,40.2965484,-120.2041626,US-CA,10
"Piper Park Wetlands 94939, Larkspur US-CA (37.9407,-122.5306)",P,L10340008,37.940731,-122.530609,US-CA,10
Three Springs Wetland Walk,P,L9329139,37.237215,-107.8202847,US-CO,10
Fort Carson - Haymes Reservoir and Wetlands,P,L4589436,38.6630169,-104.7797871,US-CO,10
Wacker Ponds & adjacent wetlands,H,L3052968,40.318381,-103.588113,US-CO,10
Eagle Crest Wetland,P,L4417739,28.2606677,-82.469033,US-FL,10
CR-55A & SE 557th St wetland,H,L12942182,29.591277,-83.0525014,US-FL,10
FL-AlaC-Sweetwater Wetlands Park,P,L4304118,29.620194,-82.328449,US-FL,10
Jacksonville Heritage River Road Wetlands,P,L15657426,30.3957599,-81.4687103,US-FL,10
Sweetwater Wetlands Park,P,L16632923,29.615103,-82.325406,US-FL,10
"164 Wandering Wetlands Cir, Bradenton US-FL (27.5055,-82.4721)",P,L6994354,27.505466,-82.472108,US-FL,10
wakodahatchee wetlands,P,L5137928,26.478256,-80.1447487,US-FL,10
Wetlands of Tanger,P,L6144496,29.2167,-81.09756,US-FL,10
Camp Creek Wetland,P,L10318540,34.1009426,-84.2521599,US-GA,10
720th Avenue Wetland #2,P,L7950298,42.0544601,-93.2707745,US-IA,10
Viking Rd and Goldenrod Way - wetland,P,L3035990,42.4852208,-92.4286652,US-IA,10
Sioux County CRP23A Wetland Conversion Project,P,L15314663,43.1132754,-96.2128222,US-IA,10
Kildeer Wetlands,P,L14679022,41.5443284,-87.7585423,US-IL,10
Eberhardt Wetland Bank,H,L6541504,38.7435716,-90.0897446,US-IL,10
North Bargersville Crop Wetland,H,L4625310,39.5439679,-86.1596239,US-IN,10
"Rome City Wetlands, Newport Road, Rome City, Indiana, US (41.516, -85.442)",P,L8879284,41.5156138,-85.4417018,US-IN,10
Tom Sporre Wetland Conservation Area,H,L356162,41.372699,-87.299236,US-IN,10
Kiowa Creek Wetland (Comanche Co.),H,L1962827,37.3807975,-99.4481671,US-KS,10
KCPL Wetlands,P,L3853532,38.802558,-94.944957,US-KS,10
Baker Wetlands,P,L2110091,38.9182843,-95.2464867,US-KS,10
"Endicott Wetlands, Dedham",H,L5449590,42.2285931,-71.1660111,US-MA,10
"PCAC Wetland Overlook Trail EAST, inc. low viewing platform (0.27 mi)",P,L7647402,38.858738,-76.12536,US-MD,10
Cedar Valley Wetlands Area and field,P,L3859152,39.205715,-77.2376888,US-MD,10
Jackson Road Wetlands,H,L508647,39.0526183,-75.7553244,US-MD,10
Acadia NP--Schooner Head wetlands,P,L4451998,44.3426458,-68.179822,US-ME,10
"McCartney St. fields woods and wetlands, Yarmouth ME",P,L13533634,43.795315,-70.201378,US-ME,10
"LFDR, Back Road wetland",P,L7516195,45.0056525,-70.0438909,US-ME,10
Waterloo RA--Green Lake Wetlands,H,L321171,42.372941,-84.0830217,US-MI,10
Wetlands at O Dr and 34th,P,L5713770,42.235352,-85.434244,US-MI,10
Norway Myr Wetland Restoration,H,L1848663,45.7855219,-87.91534,US-MI,10
"Kawkawlin Twp Wetlands, BA",P,L3825000,43.68331,-83.96439,US-MI,10
Grand River State Game Area Wetland Restoration,P,L11018179,42.9701265,-85.0007971,US-MI,10
Washtenaw Co. Mast Road wetland Webster Sec. 20 SW,P,L1277698,42.373851,-83.8743389,US-MI,10
Lake Maria Wetland,P,L5559865,45.6198198,-94.7296534,US-MN,10
Stevens County Waterfowl Production Area--Morris Wetland Management District,H,L7571334,45.5706839,-95.8412202,US-MN,10
Susan Dr Wetlands,P,L4462140,44.4352661,-95.7646465,US-MN,10
"Columbia wetlands 1&4, Perche Cr, and Brushwood Lk",P,L10259974,38.900182,-92.439188,US-MO,10
Old Highway 18 South Wetland,H,L342749,38.3666694,-93.8222167,US-MO,10
private wetlands Johnson County,P,L2148491,38.8846192,-93.5884094,US-MO,10
Moiese Mitigation Wetland,P,L4313352,47.3750102,-114.2636785,US-MT,10
Bike Path-Wetland,P,L8598655,35.246058,-82.725222,US-NC,10
NE-Butler-Wetland at 33rd & M,P,L6089112,41.2206261,-97.1375957,US-NE,10
Wetlands Walk Boardwalk,P,L6129299,43.551152,-71.3643229,US-NH,10
Mannington Mills--Wetlands,H,L2277141,39.5796566,-75.4595143,US-NJ,10
"San Miguel Co., NM, Las Vegas - Llano Rd Wetlands",P,L2254274,35.6291472,-105.2479586,US-NM,10
US-NY-ONT Port Gibson--Basin and Old Erie Canal wetlands [Palmyra_SE],P,L3225813,43.0380745,-77.1529913,US-NY,10
Alpine Junction Wetland TWT Cayuta-14824 - 42.2872x-76.7074,P,L5701560,42.287216,-76.707433,US-NY,10
Olga Fleisher Wetland (Rt 104 at 5th Rd.),H,L355297,43.2033029,-76.8916708,US-NY,10
Netherwood Wetland (PRIVATE),P,L4619341,41.7871648,-73.8522112,US-NY,10
"Olentangy River Wetlands Research Park, Columbus US-OH (40.0176,-83.0167)",P,L11287168,40.017621,-83.016697,US-OH,10
NASA Plum Brook Large Wetland,P,L5152306,41.3848588,-82.6813889,US-OH,10
Denison Dam Wetlands,H,L2272712,33.8356988,-96.5665197,US-OK,10
Howell Road wetlands,P,L14194645,45.459448,-117.9821944,US-OR,10
Four Mile Wetlands Preserve (TNC)--Survey Site 4,P,L2383190,42.6107218,-122.0052906,US-OR,10
Jones_Wetland3,P,L6833583,43.7945,-117.928623,US-OR,10
NE Coyote Restoration--Wetlands (restricted access),H,L18218343,44.0444269,-123.245107,US-OR,10
Four Mile Wetlands Preserve (TNC)--Survey Site 6,P,L2383204,42.5989784,-122.0028102,US-OR,10
Smith & Bybee Wetlands Natural Area,P,L12715808,45.6165965,-122.7203321,US-OR,10
Four Mile Wetlands Preserve (TNC)--Survey Site 5,P,L2383198,42.6032549,-121.9971159,US-OR,10
Springwater Wetlands - Central Wetland,P,L9717236,45.4801132,-122.5450176,US-OR,10
Four Mile Wetlands Preserve (TNC)--Survey Site 2,P,L2383163,42.6261534,-122.0220257,US-OR,10
Four Mile Wetlands Preserve (TNC)--Survey Site 1,P,L2383147,42.6309896,-122.0271504,US-OR,10
Four Mile Wetlands Preserve (TNC)--Survey Site 3,P,L2383176,42.6164321,-122.0119692,US-OR,10
River Ln.--wetland pond,H,L8963703,45.0105237,-117.9494757,US-OR,10
"Fernhill Wetlands, Forest Grove US-OR (45.5105,-123.0912)",P,L10645475,45.510522,-123.09122,US-OR,10
Jones_Wetland2,P,L6833572,43.79685,-117.930162,US-OR,10
Murray Rd. Wetlands,H,L11314350,41.0937681,-78.7077291,US-PA,10
Exton Walmart Wetlands,P,L970880,40.0208446,-75.6346893,US-PA,10
Eagleview Wetland,P,L3512007,40.0590859,-75.6793291,US-PA,10
Lady Bug Lane Wetland,P,L11190922,36.0347505,-84.0207415,US-TN,10
Spring Creek Wetland,H,L4215412,35.7791592,-88.6991608,US-TN,10
Santa Monica Wetlands (LTC 012),H,L503148,26.3806439,-97.5474358,US-TX,10
Sheldon Lake SP (UTC 033) - Prairie/Wetland,P,L4048216,29.8623811,-95.1578665,US-TX,10
TX: Kinney Co.; wetland along Hwy. 90 just E Mud Creek Road,P,L6535066,29.3789591,-100.6707287,US-TX,10
Merriman Run Cove and Wetland,P,L16326084,37.1155548,-79.6117607,US-VA,10
Earlysville Road Traffic Circle Wetland,H,L11254071,38.127053,-78.4605425,US-VA,10
"Guilford Street Wetland, Brattleboro US-VT 42.83167, -72.58615",P,L14615415,42.8314141,-72.58619,US-VT,10
"Freeman Wetlands Mitigation 7901 48th St E, Fife US-WA (47.2184,-122.3222)",P,L6090697,47.218432,-122.322244,US-WA,10
Fife Pumping Station Wetland 47.2251 X -122.3555,P,L3550875,47.22508,-122.35553,US-WA,10
Ike Lake wetland meadow,P,L9058199,46.1159064,-90.9651817,US-WI,10
Stonecrest Shores Wetlands,P,L4347714,42.74519,-87.9750288,US-WI,10
Lower Westfork wetlands,P,L3499550,43.497985,-90.7257985,US-WI,10
Hook Road Wetlands,H,L18436795,44.670956,-88.0008739,US-WI,10
Willow Rd. wetland,P,L3615795,44.4512653,-87.8494155,US-WI,10
WBBA - Rock - Evansville CE - Butts Corners  wetland,P,L3721113,42.81747,-89.3077,US-WI,10
Strube wetland,P,L4540272,42.8383704,-108.7620735,US-WY,10
Country Garden Lane Wetlands,H,L6116217,42.8702023,-108.6286583,US-WY,10
